Id,SalePrice
1461,106645.99802044783
1462,144667.7574083548
1463,164083.70012541866
1464,189505.2863946966
1465,197176.78945523515
1466,167070.29871918343
1467,186521.70416422817
1468,161725.0517393659
1469,191762.84173032772
1470,115210.97053385804
1471,162819.88900783108
1472,97211.58913092125
1473,91757.55689822977
1474,153109.2513572095
1475,126322.32979429812
1476,335226.97244460427
1477,241659.07742416795
1478,302289.5449956188
1479,274557.1054905496
1480,480544.1173842168
1481,321131.30650558264
1482,208897.8177392133
1483,167087.23149158296
1484,166772.7158731791
1485,194554.51875345132
1486,191993.53620307075
1487,333865.10619578086
1488,214117.79556977312
1489,186059.03733757857
1490,230264.00547564097
1491,189471.90164038434
1492,94382.75635494031
1493,199260.19158108448
1494,290159.44095824374
1495,293205.88084921415
1496,224093.7790085534
1497,175669.49528395134
1498,170454.2599445954
1499,174741.77447943267
1500,168291.0303078408
1501,169971.27067579297
1502,154960.05711152396
1503,273919.62642082124
1504,238686.70688184575
1505,224381.3901808331
1506,188288.77994882828
1507,238744.46272161792
1508,192769.5775281348
1509,157477.08553066224
1510,138651.28644405166
1511,144428.49733964278
1512,166971.8451174623
1513,145814.23419558263
1514,146893.46787849627
1515,184210.04135313755
1516,144331.13149589783
1517,165483.09010214178
1518,127033.89259625555
1519,195027.92859065245
1520,122015.89262383104
1521,115596.47701693242
1522,175142.39503071166
1523,109997.1438884679
1524,115376.17811641814
1525,114475.13468032714
1526,103203.79671415288
1527,109100.36767689743
1528,137336.8094174652
1529,137572.45830536383
1530,200916.38515975923
1531,121317.27461319201
1532,96770.76880424078
1533,138748.32753592738
1534,118243.73709948169
1535,133111.18323564407
1536,103617.52958130617
1537,59903.681301243276
1538,141791.9182125258
1539,180865.60233184553
1540,82344.87228387526
1541,122088.4157482129
1542,139888.76102434794
1543,164671.12287735406
1544,87705.9070188798
1545,111196.22375659378
1546,135831.67188738027
1547,125358.06340695405
1548,126154.47162445173
1549,113868.84544782674
1550,126187.86116663521
1551,105626.76417157378
1552,134887.63888701348
1553,133057.86877082437
1554,122550.4451675195
1555,152096.5751226137
1556,103050.63749004659
1557,94010.80895689041
1558,104076.3958859588
1559,69926.84432835101
1560,129525.51556492205
1561,109024.83869779955
1562,132341.25139263575
1563,115441.9011423152
1564,154070.44089911028
1565,138163.4680172766
1566,231474.12444505596
1567,78713.17739659743
1568,245767.1833910811
1569,122746.97598731818
1570,143680.31272229005
1571,120613.56394792297
1572,134939.32475076598
1573,203125.22490455644
1574,114816.06829753226
1575,232525.5391379724
1576,246526.33591055477
1577,173419.7930743967
1578,148772.88510057167
1579,142667.53139936418
1580,187513.67527089184
1581,162400.90945942161
1582,132614.3318684248
1583,284076.9917745738
1584,219715.2167547141
1585,140044.86805020808
1586,72679.79563932115
1587,112214.06085553342
1588,146609.66401393234
1589,101711.70622453383
1590,130522.74946291209
1591,92782.46376720088
1592,101375.97775518236
1593,135828.38361049898
1594,122456.23225045773
1595,105513.01902303676
1596,210006.59635243376
1597,180796.75219902862
1598,204267.21658539475
1599,164968.62211466738
1600,154866.0746989951
1601,64446.370275739086
1602,110189.57937001932
1603,72730.85160827359
1604,232600.92288406088
1605,227908.9966448913
1606,163738.0096526639
1607,173686.00315860304
1608,215938.00985855664
1609,186697.02673162558
1610,156570.45024798188
1611,134367.01698727487
1612,162031.2784473395
1613,159654.29137908015
1614,128258.45939123681
1615,88623.89956940267
1616,74481.03646878104
1617,88162.78341272037
1618,126233.93880164712
1619,145152.03433914523
1620,151334.46587989657
1621,128038.14012543893
1622,147191.50901448991
1623,265606.0930148254
1624,199022.4364744815
1625,108934.53209269987
1626,165628.35569853685
1627,178868.6744134229
1628,271825.7398922868
1629,184821.41683926785
1630,324956.3209448538
1631,208199.99417106868
1632,222937.9047807979
1633,178073.38240761965
1634,182798.47893249884
1635,178175.46150995998
1636,162380.313597768
1637,196925.30036086906
1638,202991.82251052797
1639,185893.3897032328
1640,253933.625345301
1641,179273.99222029993
1642,240480.3931516559
1643,231139.26483491762
1644,232786.05551470685
1645,248446.465197335
1646,166929.85002528722
1647,153532.54235116785
1648,125368.72792829717
1649,139856.2257964029
1650,114433.294746534
1651,119857.04606991643
1652,98140.2623635717
1653,102301.66955759177
1654,146947.75226669142
1655,145276.38989393922
1656,143478.68252291242
1657,147552.80362431184
1658,144326.7254745716
1659,125046.30922693812
1660,152117.21232307752
1661,439028.53343868925
1662,373128.78230364656
1663,347715.16740434343
1664,384099.7207109522
1665,291620.6043792475
1666,321076.0781902887
1667,371369.4463238941
1668,317265.83940687083
1669,295847.0774591321
1670,318348.1490417512
1671,255983.20665197517
1672,399532.3276310699
1673,289614.40716339304
1674,240278.29500508594
1675,191166.53643664645
1676,199347.5831219755
1677,209755.1123404178
1678,457540.5909969892
1679,360470.3481316994
1680,292058.16103863914
1681,238037.81152141042
1682,309534.5455431754
1683,194227.37731959182
1684,188605.0949272639
1685,175843.50815246414
1686,173667.43102126708
1687,178930.28713854428
1688,189127.36081664584
1689,192874.20642604987
1690,200447.65905853375
1691,191934.2165369205
1692,256207.11976185933
1693,179837.03019779388
1694,180462.79520510318
1695,177619.39338754633
1696,274048.19799317204
1697,178802.12204430005
1698,352023.2280171856
1699,329163.53422161564
1700,262787.58272668987
1701,274947.2129647893
1702,238405.45915432068
1703,253171.07034380172
1704,265001.48184924596
1705,228450.23427934648
1706,346535.74989471375
1707,203086.04651992163
1708,197700.03767374234
1709,254086.7915549833
1710,213655.4704228863
1711,264806.1030859875
1712,253373.4763079555
1713,261419.95556449998
1714,222660.6430849436
1715,199655.4411856583
1716,180138.4645827115
1717,180459.3521985944
1718,133621.86747873796
1719,196880.19713675792
1720,222732.6013698206
1721,162694.5770166027
1722,121142.81575661602
1723,152025.9075875667
1724,197093.147398276
1725,231401.68386442604
1726,185381.23331148032
1727,144542.91266705838
1728,175225.8444136396
1729,163972.2070247783
1730,154145.98648874465
1731,118147.37408607388
1732,120977.54116421094
1733,104423.34008100316
1734,113056.5694245306
1735,129660.0449487621
1736,110097.415526593
1737,331304.6782718372
1738,269062.5226311422
1739,263699.56710989197
1740,209981.36922199774
1741,186758.6385281679
1742,165719.95718402817
1743,181441.58908238946
1744,321060.9430858943
1745,201266.7214818108
1746,214190.1795609533
1747,235019.31611518658
1748,255388.7188362562
1749,147092.71255945845
1750,126825.478017891
1751,265412.43708769593
1752,115858.44156737151
1753,141419.0593097717
1754,201687.98541312618
1755,165891.51122240582
1756,131017.84272439063
1757,117602.88509554467
1758,139757.93404038955
1759,157728.7905628258
1760,162964.96435591942
1761,142778.18352792424
1762,163731.10925486358
1763,176813.94437305187
1764,113047.66088655342
1765,137129.10526071832
1766,184912.00561989532
1767,212115.2367064657
1768,135670.42182439365
1769,165990.16480316446
1770,149190.330418314
1771,116501.92642979207
1772,128822.4505028276
1773,124611.00716731363
1774,141351.54971182893
1775,140016.56603157116
1776,130874.9840033231
1777,107576.33242307766
1778,137350.6737615576
1779,116169.09430047031
1780,168974.48823510233
1781,120589.23523623518
1782,87938.89153071558
1783,142562.87837905687
1784,105409.91292361682
1785,119372.32099604631
1786,154814.88837190787
1787,162006.29357857732
1788,67456.14980566339
1789,102061.71950049947
1790,86608.66943879296
1791,182370.67733595
1792,150524.10579579824
1793,126869.20334473024
1794,160266.4149560217
1795,128190.65517194002
1796,144694.26635652006
1797,116983.90478161196
1798,116721.27966231354
1799,114194.28394218358
1800,125873.62811674786
1801,123372.50771728512
1802,135784.04732029393
1803,145066.48595854966
1804,141073.93782978575
1805,136016.70090519823
1806,129599.41330894467
